,descricao_produto
88511,SIFAO PVC BLUKIT UNIV. SIMPLES BCO 72CM
177596,ESPRAN 10MG 30COM
273580,MANGUEIRA CORRUGADA CINZA 3 4 INJEDIL
509431,LUVA PARA LIMPEZA GRANDE CANO CURTO
459102,"PREDNISONA 5MG Q 1.000,00"
420489,GELATINA 30G
82990,RETENTOR 1H8128
190201,CANETA COMPACTOR 0.7 100X1
136258,AGULHA MAO 6 A 12 DARNING CORRENTE PACOTE C 20 UNIDADES
238518,FECHADURA WC
3887,PIROXICAM 20MG CX.C 15 CAP. GENERICO PHARLAB
158010,LAMPADA COMPACTA 45W
249573,GASOLINA COMUM GRID
243410,FITA ADESIVA EMBALANDO 12X50 CRISTAL
278243,MESA PLASTICA
41296,ESPONJA COZINHA SCOTCH BRITE C 3 UNID
537567,VASSOURA SANTA MARIA PHENIX
338057,TE ROSCA 90 1 1 2 TIGRE
211373,ABRACADEIRA PARA COIFA UN
273095,MANG HIDRAULICA 100 R2AT 4 1 4
72961,PEITO CONG GRAMADO
445166,SUPORTE INF CAMBIO
83410,REVELADOR 475 ML KODAK
135414,COLA 500G CASCOLAR CASCOREZ UND
174404,PISO 32X45 ONDA BRANCO 30 1050 EMBRAMACO
272564,BISC AYMORE MAIZENA 200G
236070,ESCADA ALUMINIO EXTENSIVA
611471,ESTILETE LARGO METAL
6542,PASTA GR TRILHO PAP CORES POLYCART
298006,PINCEL CHATO CABO CURTO LEONORA 815 N 06
39037,ENVELOPE KRAFT SKN 36 SCRITY
277512,MATRIZ ACO 07MM
570812,MANDIOCA KILO
369046,PORCA SX 5 16 UNC ST
588625,TERRA VERMELHA
700597,"AZUL PATENTE 2,5%%201 ML V"
707962,TORNEIRA LAVATORIO PP BR GRANEL
8628,OLANZAPINA 5MG 30COM C1 EUROFARMA
579061,PA LIXO LIMPEX METAL
388723,OLEO PETROL ECONOMY SM 5W30 1L
19829,AMORTECEDOR DIANT MB 1113
177293,PORTA MAD CALHA 80CM
299758,PLACA MOTRIZ
652979,T COR
599611,FECHADURA TIPO BOLA
9840,ARR LISA ZINC 3 16
260806,LACTUGOLD FRUTAS VERMELHAS 120 ML
311454,REMOVEDOR MANCHA TARTARISUL 30ML
645956,AUTOMATICO ZM 815
461320,ENVELOPE FORONI SACO KRAFT NATURAL 185X248 C 250
511711,JOELHO MARRON SOLDA 90 25MM
239256,FERMENTO PO ROYAL 200GR
703805,BARRA FERRO 5MM BARRA COM 12M
256818,FITA ISOLANTE 19MM 20M
178100,PREGO 17 21 1 KL C CAB
80605,REDE CAMPO EUROPEU SPITTER FIO SEDA
659643,MANCAL A0004101022
8729,SELANTE FOTOPOLIMERIZAVEL MATIZADO MAQUIRA
34318,CURVA MACHO 3
324508,SIFAO EXTENSIVEL SIMPLES KRONA
384432,ANDANTOL GEL 40G
103348,VALVULA RETENCAO SOLD.50MM
233563,DET.YPE COCO
304695,PRESUNTO SADIA KG
290131,PAPEL INTERFOLHA CREME 1000 GRAMAS
328401,"SONDA ENDOT. C BALAO 8,5MM"
127322,ANEL BORRACHA 38MM
135689,BISNAGA CORAL CORES VARIADA
566157,MANILHA 060X100 PS1
525716,TELHA MAROMBADA
555478,TESOURA METZEMBAUN 15CM RETA I
525948,SOQUETE 2 POLOS TRAS.CORCEL I
225376,CLOZAPINA 100MG CX 30COM C1 PINAZAN
15430,TUBEX PLUS 3 8 2M 09X09MM 596608
676995,MANCHAO CONVENCIONAL TIPO VD
633194,DUCHA SINTEX 220V
38506,EMENDA PARA RJ45 CAT.5 E 8X8
510104,FOSFORO 10CX 40 UN
290021,PAPEL HIG.DUETTO NEUT FOLHA DUP C 4
671025,REDE ESPORTIVA FUTSAL
613721,ETILEFRINA 10 MG AMP. 1 ML
170842,PARAF.CHIPBOARD 4.0 X 40 BIC
413638,ESPONJA LA
305572,PUFF REDONDO
387138,LA ACO ASSOLAM 60G
23449,BATERIA SELADA 12V 7.0AH
84747,ROLETE IR 40T MASTERPRINT
209359,BOIA CX .DAGUA 1 2 PLAST 11852 AMAN
207507,BICO INJETOR UNO PALIO
200856,ALENIA 6 200 60CAP COM INALADOR
642528,TEE ESGOTO 75MM KRONA
113384,BACIA 1.5 L TRANSPARENTE
664861,CLORIDRATO NORTRIPTILINA 75 MG CX 30 CAP
144947,AGULHA DESC 25X8 100UN LABOR IMPORT
140290,DISJUNTOR DIN FD 2P CURVA C 63A
574922,CP II E 32 CAMPEAO ARJ MI216
104986,VIDRO LISO INCOLOR 3MM CHAPA
656400,LAMINA SERRA A.R 18 DENTES
143040,VASSOURA PELO SACRAMENTO
501053,REFRESCO VILMA 240G PESSEGO
135356,COPOBRAS 200ML
303470,PORTA PRANCHETA SUCUPIRA 2 10 X 70 SCHIL
247781,SACO FREEZER BOREDA 2KG
588069,BOLA HANDBALL H3L
71067,PARAFUSO CANULADO 3.0 RP X 16
484717,CANETA ESFEROGRAFICA PONTA FINA CX 50 UN
166969,ALCA PREF OLHAL CAA 21MM
582981,ACIDO MAIS 1000ML
321469,SELO MEC. IMPACON 1.3 8 T01
148538,DETERG PO 1KG
444564,AESCULUS 50MG CASTANHA DA INDIA 50MG POLYGOMUM 20MG SMILAX 25MG 30 CPS
245862,ENGATE FLEXIVEL PVC 40CM KRONA
532734,FITA ADESIVA CREPE 19X40
79783,QUEIJO PARMESAO SANTA AMALIA
650341,ULTRACET 37.5MG 30 COM
42226,F. GOIABA KG
214005,BUCHA RED SOLD CURTA 85X75MM
654805,FILTRO AR SECO SECUNDARIO ASR 839
305166,"PROT LABIAL NIVEA ESSENCIAL CARE 4,8G"
587195,FIO AG TE NYLON C 24 3 0 15MM 1 2 TECHNEW
645799,HIPOGLOS POM C 135 GR
531582,IMPULSOR ARRANQUE
284097,NORIPURUM FOLICO 100 MG C 30 CP MAST
262812,LAPIS PRETO BIC N2 EVOLUTION
94430,TAMPA TANQUE COMBUS
575868,TELEFONE LEPTON
643041,GRAO BICO 500G
333940,BRACO DA SUSPENSAO L.D
82920,RESUMO SEMANAL DO SERVICO ANTIVETORIAL
655485,TERMOSTATO RC 72640 9
93258,PROCESSADOR INTEL I3 7100 1151
451400,14711KRM840 VALVULA ADMISSAO
97342,THIOCTACID 600MG CX 30 COMP
141544,DUCREM BRIGADEIRO CX 48 UN
575471,PRENSA CABO 1 2 PVC
375667,TUBO PVC 25 M M AGUA
360281,LIXA PARA MASSA 150
521975,MECANISMO DIRECAO
94251,TAMPA 35
396540,BARBANTE COLORIDO 8 FIOS
7888,ARAME GALVANIZADO N14AW6
199581,LIXA DAGUA GRAO 320
110480,AR. LISA 3 4
289018,PAPEL ALUMINIO BOREDA 45CMX4M
20757,ARGAMASSA ESTRUTURAL
104288,VELA IGNICAO GOL.0 GOL IV FOX 05 EA111FLEX BKR7ESBD
317457,ROSUVASTATINA CALCICA 20 MG C 30 CP REV
248248,FUBA MIMOSO ANCHIETA 1KG
464211,RECARGA TONNER SAMSUNG
472631,DISCO RECORTADO
392129,PA BICO C CABO MADEIRA
215502,CABO VELA IGNICAO F00099C125
255213,IMPRESSO TIPO 3
521276,PROTETOR PNEU AR 22
529903,ODORIZ GLADE TOQUE FRESCOR RF 12ML LAVANDA
151531,FLORALAC
165428,ESPONJA MOLHA DEDO
255910,INTER.1S SIMPLES LINHA EXTERNA
157194,KIT EMBREAGEM C RL 190MM
513123,PAPEL H BOB 4X60M
363576,FITA ISOLANTE 20M 19MM KRONA
331693,LISTERINE COOL MINT 250ML AZ
65993,NEUPRO 6MG 24H C 28 ADESIVOS RECEITA
25933,BUCHA BRACO OCILANTE 12.0399
400929,ROLAMENTO 6203 KOYO
276363,ARGAMASSA AC3 COLANTE PRECOM
52858,JOELHO PVC 100 X 90
27127,CABO PACIENTE 10 VIAS TIPO GARRA BIONET
428974,ESTILETE LARGO JOCAR 91411
48548,GESSO GRANTEX 1KG
643694,BALDE PLASTICO 7L
313402,RETENTOR SABO 02139BRG
353345,TONER HP 2612A CPT PRETO 2200 PGS
489283,NIPLE GALV. REMADI 1 1 4
194263,"TUBO CONCRETO 0,60M"
649489,GRAMPEADOR MESA TAMANHO MEDIO
673899,CARTUCHO TONER 3536
258255,JOELHO LATAO 25X1 2
239810,ARS 7109 FILTRO AR RADIAL SEAL
221262,CERA INCOLOR 750 ML P
210386,BOMBA OLEO LUBRIFICANTE MWM
31167,CINTO DUPLO ROCADEIRA STIHL ORIGINAL
312651,RESINA Z 250 A2
160860,LIXA 60
629994,FUBA MIMOSO MURAT 500G
450520,GRAMPO COBREADO PARA GRAMPEADOR 26 6 COM 5000 UNIDADES
370841,PASTA AZ CHIES AZUL
569871,DIETA ENTERAL
58598,LIXA P MASSA GR.150
558549,LAMINA ACO INOX MD LARINGOSCOPIO CONVENCIONAL MACINTOSH 2
429764,MADEIRA 6X12 EUCALIPTO
503143,PAPEL TOALHA SOCIAL CLEAN C 2
405123,ENVELOPE SACO PARDO GRANDE
586117,INTERRUPTOR 1 2 TOMADA 10 A
594504,BAR DIRECAO
240269,FILTRO AR BGS
411490,DRENO PENROSE 02 EST C 01
30253,CENTRIFUGO WEG 132
389541,CANECA HOTEL ALUMINIO 2 L
226857,COLA PVC 75G AMANCO BISN
89186,SOLUCAO ISOTONICA 20 L
470686,TUBO 50MM SOLD MGM
397003,PRIMAVERA
460877,MUDAS E SEMENTES MUDAS JABUTICABA SABARA
181073,BLOCO CONCRETO 0.20 C FUNDO
418026,"COMPRESSA GAZE 7,5X7,5 11F HERIKA C 10 M AMERI"
390099,ACUCAR CRISTAL BRUCUCAR 2KG
21624,ASPIRADOR NASAL LOLLY AZUL
318503,SABONETE LIQUIDO ANTISEPTICO 5 L
569288,MANTEIGA COM SAL 500 GR
542746,AZEITONA VIANEZA INTEIRA PESO LIQ 320G PESO DREN 200G
649558,PARAFUSO SEXT. MA 10X50
495576,ROLO LA 1316 23CM
301645,PO.SX. 14 UNC ZB
678762,ALFINETE P MAPA SORTIDO
228805,CAFE 3 CORACOES 500G VACUO TRADIC
530681,PORCA 3 8 NC PARLOCK
14405,VERGALHAO ACO 5 16
550959,COMBIGAN COLIRIO 5ML
481941,"CORALIT AB BRANCO LATA RED 3,6L"
462624,HORTIFRUTIGRANJEIROS FUBA MILHO AMAELO
545209,AMACIANTE MON BIJOU PUREZA 2L
626959,LISADOR 500 5 10MG CX 16 COM
627025,LUVA LATEX CAIXA C 100 UND
479006,CANETA HIDROG C 12
340116,HYDRONORTH ACQUA CERAMICA TELHA
386593,AGUA PARA INJECAO 10ML AMP ISOFARMA CE
634122,ASSENTO SANIT AMANCO ALMOF BRANCO
588040,LAMPADA INCANDESCENTE
487469,"AA PRODUCAO DA ESCOLA PUBLICA CONTEMPORANEA, A"
241377,FILTRO DIESEL CASE 580L FB 80.2 TL 65
155137,GRAMPO 9X1 POLIDO P CERCA BELGO
158755,LANCHE PRONTO
149493,FEIJAO CARIOCA 1KG
471959,CATALISADOR PARA MASSA PLASTICA 12 GR
126740,CENOURA G
286523,OLHO MOVEL GRANDE
277187,MASSA EPOX
377574,HIPOGLOS POMADA 45 GR
629497,LUVA SOLD 25MM TIGRE
665648,TUBO ENSAIO 15 X 100 MM PRECISION GLASS
473165,ASSENTO ASTRA ALMOF TPK BRANCO
473278,TRAMADOL CLD 50MG CPR CX 500 G A2 HIP
256885,BANDEJA ISOPOR B3
21874,"ATADURA CREPON 15 CM X 4,5 M 13 FIOS"
115279,BATERIA 170 AMP
608040,SIRENE RE BITONAL 12 24V
123473,"CANETA ESF COMPACTOR ECONOMIC 1,0 CX 50UN"
581041,DOBRADICA 31 2 REFORCADA
608423,213599G COIFA HOMOCINETICA
544550,CARTUCHO HP 22 C9352AB COLORIDO
600666,DISJ DIN BIPOLAR 16A
343997,"TIAMINA VITAMINA B1 , 300MG CLORIDRATO"
75381,PLACA 4.5 RETA AC LARGA 10
80763,REF. 0 1021 S VEDA ESCAPE
88583,CITRATO SILDENAFILA 25MG CX 2 COM REV
440113,"CABO COBRE FLEX 6,0MM2 RL 100M AZUL"
550991,TERMIN.HIDRAUL. FG1.3 16 12X3 4X4
248138,FUBA FINO MILHO 1KG
343362,LIMPA TETO NYLON
220958,CEFALEXINA 250 MG ML SUSP ORAL
43041,FEIJ.CARIOCA SMART K
699088,DETERGENTE YPE VD 500ML CLEAR
259787,INSET. K OTHRINE SC 25 30 ML
504915,BOLO INDUSTRIALIZADO
599838,CATETER I.V FEP 24G VITROMED M LABOR IMPORT
191064,TOUCA CIRURGICA DESC BRANCA C 100
79997,RADIADOR UNO RV2203
659350,CORDA TROPICAL 12MM
505301,MUCOFAN XPE INF 100M
482294,ESQUADRO PARA CONSTRUCAO
7575,SOLUCAO HEMOLISANTE P BC2300 2800 1L INTERLYSE INTERKIT
291480,PARAFUSO BLOQUEADO CORTICAL ESTRELA 2.7 X 30
100447,TRENA FIBRA 30 M STARFER
468673,TRILEPTAL 60MG PED SUSP 100ML NOVARTIS
613371,LAMPADA FAROL OSRAM
234019,DIAZEPAM 10MG 2ML 2ML GEN B1 TEUTO B1
507695,PASTA POLI SOFT OFICIO C ABA
159339,DOCE LEITE PEDACO
600510,MANGUEIRA SUPERIOR DO RADIADOR
162203,MALEATO ENALAPRIL 20MG
253386,HD EXTERNO 1TB SATA
427954,ROLAMENTO 32216 FAG
17194,08CH CIF GRAVADOR REPRODUTOR E EDITOR IMAGEM SOM
574662,NIPLE PRENS GLOBAL 1SA 4MP6
209686,CEBOLINHA SALSINHA
495302,JUNTA TAMPA CABECOTE MOTOR
111143,ARMARIO ACO PA120
666282,GARFO TRAMONTINA 63906 050 S MESA
616043,3 8 PORCA ROSCA GROSSA SEXTAVADA
185929,ROLO LA POP 9CM ROMA
258423,JOELHO 90 SOLD 20MM PLASTUBOS
199923,AGUA SANIT ZAB 1L
437739,BOLA FUTEBOL SOCIETY MICR.OFFSIDE
71592,PARAFUSO RODA TRAS
211405,"ABRACADEIRA PLASTICA PRETA 7,80X390MM"
476817,BISC AMANT CHOCOLATE 330G
153423,FRANGO CONGELADO KG PRINCESA
465104,REPELENTE 100 REPELEX SPRAY
195621,VARAL PLAST COLOR 36 PREND. N.4 CX N 0587 PLASBRINK 0587
681082,ARGAMASSA CIMENTCOLA SUPER QUARTZOLIT
510952,BIS.AYM.SALPET 200G
319074,SACO LIXO UAI 30L
632488,TIJOLO FURADO 19X19X09CM SAO MIGUEL
414993,ACET CLOSTEBOL NEOMICINA CR DERM 30GR
474657,PORCA OSCILANTE 18XCH27
257552,JG CASQUILHO MANCAL
301094,PLENIGELL SOL OFT 5ML
693052,PD 17 PASTILHA FREIO VW GOL PTI SAV
163883,COGUMELO SHITAKE
290013,PAPEL HIG.BOB 30M FS NEUTRO
552715,350A32315220 PARAFUSO
145413,COLA ESCOLAR BRANCA 500GR
441788,SPIDUFEN 400MG 20ENV
667645,AFOPIC
291527,PARAFUSO BRASSIMPAR
719,"PARAFUSO CHIPS 3,5X30 12 UN"
43200,FELICIO
634257,"ANEL P CAIXA VISITA PA1 0,80X0,06X0,50"
378114,DISCO FREIO DIANT KOMBI
656275,SIFAO UNIVERSAL BRANCO BLUKIT
681896,PRUMO P PEDREIRO MEDIO
438763,ERVA MATE
477147,REFRESCO PO VILMA 1KG CAJU
100199,TRAVA PINO MOLA M BENZ
137310,CURVA PVC OCRE 90 X 150MM
533532,MANGUEIRA FILTRO AR UNO FIRE 15914 G3312
204279,ARAME RECOZIDO 18 AWG 1 KG
330811,BIELETA BARRA ESTABILIZADORA DIANT
550648,DIARIO EDUCACAO INFANTIL MOD 206P
28758,CANULA GUEDELL NR0MM
328890,SONDA RETAL 16 MARK MED
637576,INTERRUPTOR DUPL SIMP LUX2 10A 250V TRAMONTINA
562442,BROCA DIAMANTADA 1342 FAVA
515786,SENSOR TEMPERATURA MTE4014
317417,G ROSUVASTATINA 10MG 30 S TORRENT
443818,LAMPADA H3 70W PH 24V PH13336
285316,OLEO GIRASSOL 900ML PET LIZA
480686,JOGO BALANCIM
55958,LAMPADA T1141
437800,BOM AR AEROSOL LAVANDA 360ML 20�SCONTO
190644,ES TUBO ESG PLASTUBOS 6M 100MM BR
32307,COMAZ 10MG CX 20BL X 10 COM EMB HOSP CRISTALIA
640003,TUBO SOLDAVEL 20 MM X 6 M B
371117,EMBOLO ACIONADOR DO TRANSPORTADOR MI
301415,PNEU 1000 R20 BORRACHUDO
695408,HEMOSPON ESPONJA C 10UN
26263,3124 BUCHA LEQUE
363669,RITALINA 10MG C 60 PSICO
109104,AMOR ALEM DA VIDA
376793,COLHER MESA MARTINOX INOX VERAO 51220
489632,"CERA PARA OSSO WAXBIO 2,5G BAS"
436917,CATETER 16G
75310,PL. AGAR MACCONKEY C SORBITOL 90MM PLAST LA ANVISA
11641,MAC MARA AZUL ESPAGUETE 1 500G
577902,FLANELA UND
501397,DISPENSER P CP 50ML UM POR UM
334886,ISOSOURCE SOYA BAUN 1L 1200KCL ALIMENTACAO
176628,PORCA 08MM
552640,LUVA REDUCAO SOLD 40 X 25
177717,PRATO KG
120597,CADEADO PAPAIZ 20MM SM
433666,CILINDRO FREIO RODA 00465
153434,GEL ECG 1000 GR BOLSA
200107,ACOPLAMENTO DA ALAVANCA
198321,ADOC LINEA LIQ C 25 ML
587916,PINCA HEMOSTATICA KELLY CURVA 14 CM O
654561,PINO MOLA DT COMUM DIREITO
343694,THERA BAND VERMELHO
441933,CANETA P RETROPROJETOR CORES VARIADAS
374213,LUVA UNIAO 60MM
206173,BALAO S ROQUE IMP 7LISO LAR MAN 50U
357894,RURAL PRETO CADILAC 0.9L
83543,RIPERCOL 150 F 250 ML
491119,CITTA 20 MG C 30 COM
461574,CAMARA AR 17.5 25 TI220
362591,FRANGO CONG. SADIA
540037,ARAME GALV 18 1.24 MM
640881,TINTA CORETON 4.0
117699,BOTA PVC N 42
473645,MASSA MODELAR A BASE AGUA CX C 06 UN CORES VARIADAS
227435,CD COLGATE MENT MFP 50G
8755,FITA ZEBRADA PTO AML 150M
229217,CORDA VARAL POLIFORT 3 10M
705212,CHAPA PRETA CORT.DOBR.S M 20
124445,CAPA E CONTRA CAPA P ENCAD PCT
288954,PAPEL A3 297X420 CHAMEX MULTI 75G PC 500
180974,BALDE CONCRETO REFORCADO
199639,PURIFICADOR AGUA SOFT PLUS N 127V 60HZ BRANCO
618244,BLOCO RECADO ADESIVO 100 FL BRW
89182,"SOLUCAO FISIOLOGICA CLORETO SODIO 0,9% 500ML"
188936,PAO SAL KG 15378
520597,DES AER REXONA MEN XTRACOOL 150ML
699175,BEB REFRIG COCA COLA TRADIC PET 2L
149878,BARRA FERRO 1 4 6.3MM 2.950 KG
499832,"PARAFUSO 4,2 X 38"
182069,DONAREN RETARD 150MG CX 30 COM
338295,TE SOLD. RED. 40 X 25
395671,IPIRANGA 2T 500ML
394437,LAMPADA LUZ MISTA E 27 IMPORTADA 250W
472364,ELETRODO DESCARTAVEL ADULTO
22924,BARRA ROSQUEAVEL 5 8
701795,FOSFORO CAIXA COM 40 PALITOS
465148,PRELONE 60ML
384968,PASTEL VENTO
626164,TONER T 750
653384,PAPEL OFICIO RINO A4 210X297
527630,CORREIA DISR
530075,LUVA AZUL LR C B. LATAO 25MMX1 2
489461,SER.DESC.20ML S AG
636107,GAMA G TEST CINETICA AA LIQUIDA 4X20ML 1X20ML WIENER
74935,PIPETADOR BORRACHA PERA J.PROLAB
455983,CAL P MASSA 15KG TRADICAL
411770,FILTRO EXT RK406ARS8842 C1640
69028,PAO DOCE 50 G PREFEITURA
594909,PASTA NEUROFIX P E.E.G 1 KG
218122,CAMARA AR PARA PNEU TRASEIRO
315074,ROLAMENTO RODA DIANT UNO
162531,FARINHA MANDIOCA PACHA 01KG
407713,ACUCAR VASCONCELOS
640195,PROLOPA 250 MG COMPR
645161,NIPEL GALV 2
540038,"FLUMAZENIL 0,5MG"
313150,RETENTOR DO EIXO VIRABREQUIM
628370,"CAIBRO EUCALIPTO 2,0M"
618626,COLETOR URINA SIST. ABERTO 1200ML MEDSONDA
348100,CARTUCHO TINTA HP COLOR
171456,FILE PEITO FRANGO 1KG
14000,VASSOURA VARREBEM
450458,AZEITONA VERDES LA PREFERIDA 500G
232997,CURVA PVC 3 4X90
388836,LING. MINEIRA PIF PAF 800G
635945,PARAFUSO CORTICAL 3.5 P.1.75 40MM
448132,LA ACO 1UN
454398,REBITE FERRO 1 2 X 1
539343,ELETRODUTO PVC 3 4 3M
12357,TRILHO
102293,OLEO TUTELA TRD MULTI 85W140 BD
117016,BOLO COMUM REDONDO
146231,ESCULPIDOR
691916,MOLHO TOMATE BONARE 340 GR
466510,PARAFUSO 5 16X3.1 2 UNC
272565,"BISC AYMORE MAIZENA 200G UN 1,0"
454137,JG ANEL STD
678685,CUBETA AQUACOLOR FLUOR VIDRO
687079,CALCA BRIM 1 2 ELASTICO
455659,SEQUILHOS VALE DOURO COCO 350G
250952,GOIABA VERMELHA KG
16457,VERTIZAN
75288,PIVO SUSPENSAO PS867
310271,REGISTRO GAVETA 2 1 2 BRUTO
686550,PREGO 26X72 TRIANGULO
437010,GRANULADO DORI 150G
17801,7X0959455A VENTILADOR ELETRICO
560408,OCULOS LEOPARDO INCOLOR KALIPSO CA 11268
406332,E.V.A IBEL 40X48CM VERMELHO A 61
235318,ENVELOPE PARDO 17X25 FORONI
529295,JOELHO 90 GR ESG. 050
557010,LAMPADA COMPACTA 15 X127
315343,ROLO DENTAL SSPLUS 100UN SSPLUS
218436,BUCHA DA MOLA IVECO CAMINHAO
14069,VDRL PU 5ML LBC
9228,DIAZEPAM 10MG INJ 2 ML C 50 AMP COMPAZ CRISTALIA
123348,CANELEIRA  3KG CARCI
284750,O COELHO PELUCIA
295899,PD 1016 PONTA DIAMANTADA
49612,GRAMPO TRILHO C 50 JOGOS
657473,SACO P LIXO AVIVAR 100L
569136,ESPONJA ABRASIVA P LAVAR LOUCA BRILHUS
166590,OLEO FREIO DOT 4 500 ML RCLF 0005 4 0 204 032 039
256916,BOLA ISOPOR 35MM C 100UN
87664,SEMI BUCHA
221881,CHAVE BOCA 16X17MM MAYLE
62485,MANT.SAB.SERRA 200G
309649,REFRIGERADOR DOMESTICO 1 PORTA 342 L
264005,LEITE CEMIL SEMIDESN 0 LACTOSE 1L
704500,PIVO DA SUSPENSAO LDO ESQUERDO
573144,IOGURTE 110 GRAMAS
113486,BAGUETE RECHEADA
175970,POLPA CAJU 100G
154005,TRIGO GLOBO 1KG S FERMENTO
65129,MONTELUCASTE SODIO 5MG CX 30 COMPRIMIDOS EUROFARMA
509129,CILOSTAZOL 50 MG COMP
657521,VALVULA RETENCAO 4
316880,ROSCA GRANDE 560 GR
189698,BUCHA BALANCA SUP
381888,BOBINA PLASTICO BOLHA
284705,"NYLON 4.0 C AG. 1,5CM C 24"
210593,BORRACHA BRANCA 20X0 ZAP
301710,PARAFUSO POLIA MOTOR
249618,GATO XADREZ O
182564,MARRETA 1KG
49452,GRAMPO BANDEJA
441943,RETENTOR DO FREIO
1601,FITILHO 10X05X50M PC 10
181647,CANO DO RETRO
357838,ESCULPIDOR HOLEMBACK 3S
498690,FAME PINO MACHO REFORCADO
53541,JG JUNTA MOTOR KOMBI
106985,ADAPTADOR PVC RESIN CZ 3 4
623362,LEITE DESNATADO C 12
373639,BISCOITO MAIZENA 20X400 G
628742,SACO PARA LIXO 60 L
491017,TAMPA P COND 1 2 E3 4 S P 3TECLA117 004 TRAMONTINA
173720,GARFO EMBREAGEM C PINO
306458,QUEBRA SOL LD
41013,ESPIRAL 20MM P 120FS C 80 PRE
199146,AGUA SANITARIA YPE LT
497258,"DEXAMETASONA INJ 4MG GEN CX 120 AMP 2,5ML"
351950,TOMADA SOBR. RED RADIAL C10
125710,CARTOLINA DUPLA
268634,"ELETRODUTO DN 5 ,PESADO,ZN C 1 LUVA ENROS"
516905,CONJUNTO PVC C FORRO AMARELO
114429,BARRA ESTAB
431558,CONJUNTO ELEMENTO FI
276508,ARGAMASSA QUARTZOLIT CIMENTCOLA AC II EXTERNO
286260,OLEO SOJA LIZA PET 900ML
518509,TESOURA MULTI USO 8 POLEGADAS JOCAR OFFICE
502849,VIAGEM PELO BRASIL 52 HISTORIAS
87304,SCALP 25 GR
682788,9942 FLUCONAZOL 150 MG CAPS MEDQUIMICA MG
18947,AFAST FARABEUF AD 13X125MM
126351,CATGUT SIMPLES 3.0
12359,TRILHO CATERPILLAR
413559,"TIJOLO BLC 0,20"
513526,"POSTE MAD. TRATADA, 11 M, 300 DAN COD. CEMIG"
614027,ALBENDAZOL 10ML
67635,DET PO OMO 1K M ACAO
586278,FUZIVEL LAMINA 30 AMPERES
389919,"TABUA PINUS 0,25"
622260,TESOURA CIRURGICA RETA 14CM
294961,PASTA PAPELAO C GRAMPO
239624,FILME LASER DVM 5850 25X30 10X12 100 FL CSH
432669,TE SOLD 020MM TIGRE AMANCO
184633,E135785 ROLAMENTO
506426,LANTERNA TRAS C VIGIA
292440,PARAFUSO FRANCES 1 4 X 20
80539,RECARGA TONER CE285A
146989,ESPALHADOR CERA BRASIL
273443,MANGUEIRA ANT CHAMA
525729,CAIXA DERIVACAO S EMB OP 102X102X55 ST
37423,DUCHA KIBANHO 220V 4800W
127331,ANEL VEDACAO BORRACHA SINT 15MM A45PLUSOLIDEF
245672,"CABO FLEXIVEL 4,0MM PTO"
94381,TAMPA P VALVULA PIA LAVATORIO
597112,BROCAL 3G CORES VARIADAS
159187,BISC RENATA LEITE 360 GR
613500,KIT CILINDRO C PISTAO ANEIS 150 HANP
561976,TOMADA EXTERNA SOBREPOR 10A
125747,CARTUCHO BROTHER T50
673482,CERA INGLEZA LIQ BRY 750ML INCO
15645,XADREZ LIQUIDO
180477,JOGO REPARO BOMBA INJE
202466,ANEL O RING DO FLANGE
636204,ADAPTADOR C FLANGE SOLDAVEL 20 X 1 2
23026,BASTAO 6 X 300 MM
452587,"BROCA A RAP.09,00MM IRWIN"
570791,OLEO LUBRIFICANTE 10W 40 BD 20 L LUBRAX
679947,MADEIRA PINUS SERRADA DESCLASSIFICADA
450265,MOTO 1000 NEW
417424,CERA 7 NEWWAX C 18 LAMINAS
314125,RISQUE RENDA
663128,"PARAFUSO CORTICAL 2,0X14MM"
696102,HASTE LIMPADOR COMP HPN
61786,MANGOTE VACUO AR 8 CINZA
669315,"GOIABADA PREDILECTA 1,01KG"
696290,CARCACA PAINEL TITAN 150 KS INTERNA BRANCA MELC
67925,OSSOTRAT D 600MG 60COM
242097,FILTRO OLEO 178 1.8 16V 10
89081,SOFA TUBULAR ESPERA 2LUGARES C BRACO
613990,CERA LIQUIDA PARA PISO INCOLOR
441660,BACON INTEIRO SADIA
122766,CALOTA VW
77025,PONTEIRA GRADE
163774,CANETA ESFEROGRAFICA VERMELHA CX C 50 BIC
596060,"CABO FLEXIVEL MINASFLEX 1X2,5MM AMARELO"
74432,PINCEL ESCOLAR REDONDO 473 08 MAD. VERME
84719,ROLDANA 4 V
625540,FORMULA C PAPAINA 2%%20GEL CARBOPOL 100G
296630,PERFURADOR CA101 60 FL
589443,SOQUETE DA LANTERNA DIANTEIRA L.E
142983,ELO MESTRE
639496,LINGUICA CALABRESA KILO
653030,PORCA ARRUELA DN 3 ACO ZINCADO
681654,CJ SILENCIOSO
594208,COLA COLORIDA CAIXA COM 4 UNIDADES
626938,SUPERLIGA 20KG
151370,ARROZ FLOR DA PRAIA TP1 5KG
358742,PETRONAS ZC 90 Y 1L
687453,SAB. MARAN ERVA DOCE 90G
473066,SHAMPOO AUTOMOTIVO GAL 50L
650783,JOGO COIFA AB
51920,EMENDA IRRIGACAO 1 2
288102,"PANELA PRESSAO PANELUX 4,50 L"
359960,REPARO BICO INJ SIST BOSCH 1203
66616,NUTRIDRINK SEM SABOR
